ㄌㄧㄣˊㄙㄣㄅㄟˇㄌㄨˋ	林森北路
ㄌㄧㄣˊㄙㄣㄋㄢˊㄌㄨˋ	林森南路
ㄌㄧㄣˊㄙㄣㄌㄨˋ	林森路
ㄌㄧㄣˊㄧㄝˋ	林業
ㄌㄧㄣˊㄧㄝˋㄔㄨˋ	林業處
ㄌㄧㄣˊㄧㄝˋㄉㄠˋㄌㄨˋ	林業道路
ㄌㄧㄣˊㄧㄝˋㄅㄨˋ	林業部
ㄌㄧㄣˊㄖㄨㄥˊㄙㄢ	林榮三
ㄌㄧㄣˊㄑㄧㄣˊ	林檎
ㄌㄧㄣˊㄓㄥˋㄐㄧㄝˊ	林正杰
ㄌㄧㄣˊㄓㄥˋㄕㄥˋ	林正盛
ㄌㄧㄣˊㄧˋㄈㄨ	林毅夫
ㄌㄧㄣˊㄇㄨˇ	林母
ㄌㄧㄣˊㄕˋ	林氏
ㄌㄧㄣˊㄏㄨㄥˊㄩˋ	林泓育
ㄌㄧㄣˊㄧㄤˊㄍㄤˇ	林洋港
ㄌㄧㄣˊㄏㄞˇ	林海
ㄌㄧㄣˊㄏㄞˇㄧㄣ	林海音
ㄌㄧㄣˊㄑㄧㄥㄒㄩㄢˊ	林清玄
ㄌㄧㄣˊㄩㄢˊㄌㄤˇ	林源朗
ㄌㄧㄣˊㄓㄨㄛˊㄕㄨㄟˇ	林濁水
ㄌㄧㄣˊㄒㄧㄢˋㄊㄤˊ	林獻堂
ㄌㄧㄣˊㄩˋㄊㄧˇ	林玉體
ㄌㄧㄣˊㄅㄢ	林班
ㄌㄧㄣˊㄅㄢㄉㄧˋ	林班地
ㄌㄧㄣˊㄎㄨㄣㄕㄥ	林琨笙
ㄌㄧㄣˊㄖㄨㄟˋㄊㄨˊ	林瑞圖
ㄌㄧㄣˊㄖㄨㄟˋㄧㄤˊ	林瑞陽
ㄌㄧㄣˊㄕㄥㄒㄧㄤˊ	林生祥
ㄌㄧㄣˊㄔㄢˇ	林產
ㄌㄧㄣˊㄔㄢˇㄨˋ	林產物
ㄌㄧㄣˊㄊㄧㄢˊㄕㄢ	林田山
ㄌㄧㄣˊㄅㄞˇㄌㄧˇ	林百裡
ㄌㄧㄣˊㄧˋㄕˋ	林益世
ㄌㄧㄣˊㄧˋㄑㄩㄢˊ	林益全
ㄌㄧㄣˊㄒㄧㄤˋ	林相
ㄌㄧㄣˊㄌㄧˋ	林立
ㄌㄧㄣˊㄍㄨㄢˇㄔㄨˋ	林管處
ㄌㄧㄣˊㄒㄧㄢˋ	林縣
ㄌㄧㄣˊㄧˋㄐㄧㄝˊ	林義傑
ㄌㄧㄣˊㄧˋㄒㄩㄥˊ	林義雄
ㄌㄧㄣˊㄎㄣˇ	林肯
ㄌㄧㄣˊㄎㄣˇㄉㄚˋㄐㄩㄣˋ	林肯大郡
ㄌㄧㄣˊㄩˋㄑㄩㄣˊ	林育羣
ㄌㄧㄣˊㄋㄥˊㄅㄞˊ	林能白
ㄌㄧㄣˊㄌㄧㄤˊㄌㄜˋ	林良樂
ㄌㄧㄣˊㄈㄤㄇㄟˊ	林芳玫
ㄌㄧㄣˊㄧㄥㄐㄧㄝˊ	林英傑
ㄌㄧㄣˊㄏㄨㄚˊㄨㄟˊ	林華韋
ㄌㄧㄣˊㄧㄣˋ	林蔭
ㄌㄧㄣˊㄧㄣˋㄉㄚˋㄉㄠˋ	林蔭大道
ㄌㄧㄣˊㄧㄣˋㄉㄠˋ	林蔭道
ㄌㄧㄣˊㄐㄩㄝˊㄇㄧㄣˊ	林覺民
ㄌㄧㄣˊㄩˇㄊㄤˊ	林語堂
ㄌㄧㄣˊㄈㄥㄓㄥˋ	林豐正
ㄌㄧㄣˊㄉㄠˋ	林道
ㄌㄧㄣˊㄅㄧㄢ	林邊
ㄌㄧㄣˊㄅㄧㄢㄒㄧㄤ	林邊鄉
ㄌㄧㄣˊㄩˋㄈㄤ	林郁方
ㄌㄧㄣˊㄔㄨㄥˊㄇㄛˊ	林重謨
ㄌㄧㄣˊㄧㄝˇ	林野
ㄌㄧㄣˊㄩˋㄒㄧㄤˊ	林鈺祥
ㄌㄧㄣˊㄐㄧㄢ	林間
ㄌㄧㄣˊㄌㄧㄥˊㄙㄢ	林陵三
ㄌㄧㄣˊㄌㄨㄥˊㄒㄩㄢˊ	林隆璇
ㄌㄧㄣˊㄑㄧㄥㄒㄧㄚˊ	林青霞
ㄌㄧㄣˊㄈㄟㄈㄢˊ	林飛帆
ㄌㄧㄣˊㄈㄥˋㄧㄥˊ	林鳳營
ㄌㄧㄣˊㄇㄛˋㄋㄧㄤˊ	林默娘
ㄌㄧㄣˊㄉㄞˋㄩˋ	林黛玉
ㄇㄟˊㄐㄩˇ	枚舉
ㄍㄨㄛˇㄅㄨˋㄑㄧˊㄖㄢˊ	果不其然
ㄍㄨㄛˇㄖㄣˊ	果仁
ㄍㄨㄛˇㄉㄨㄥˋ	果凍
ㄍㄨㄛˇㄇㄧㄥˊ	果名
ㄍㄨㄛˇㄆㄧㄣˇ	果品
ㄍㄨㄛˇㄧㄣ	果因
ㄍㄨㄛˇㄩㄢˊ	果園
ㄍㄨㄛˇㄩㄢˊㄑㄩ	果園區
ㄍㄨㄛˇㄗㄞˋ	果在
ㄍㄨㄛˇㄅㄠˋ	果報
ㄍㄨㄛˇㄖㄨˊ	果如
ㄍㄨㄛˇㄖㄨˊㄙㄨㄛˇㄌㄧㄠˋ	果如所料
ㄍㄨㄛˇㄗ˙	果子
ㄍㄨㄛˇㄗ˙ㄌㄧˊ	果子狸
ㄍㄨㄛˇㄗˇㄌㄧˊ	果子貍
ㄍㄨㄛˇㄗ˙ㄐㄧㄡˇ	果子酒
ㄍㄨㄛˇㄗ˙ㄐㄧㄤˋ	果子醬
ㄍㄨㄛˇㄗ˙ㄌㄨˋ	果子露
ㄍㄨㄛˇㄕˊ	果實
ㄍㄨㄛˇㄒㄧㄝˋ	果屑
ㄍㄨㄛˇㄌㄧㄥˇ	果嶺
ㄍㄨㄛˇㄒㄧㄣ	果心
ㄍㄨㄛˇㄒㄧㄥˋ	果性
ㄍㄨㄛˇㄍㄢˇ	果敢
ㄍㄨㄛˇㄉㄨㄢˋ	果斷
ㄍㄨㄛˇㄉㄨㄢˋㄌㄧˋ	果斷力
ㄍㄨㄛˇㄩˊ	果於
ㄍㄨㄛˇㄧㄡˇㄙㄨㄛˇㄐㄧㄢˋ	果有所見
ㄍㄨㄛˇㄓ	果枝
ㄍㄨㄛˇㄅㄧㄥˇ	果柄
ㄍㄨㄛˇㄏㄜˊ	果核
ㄍㄨㄛˇㄕㄨˋ	果樹
ㄍㄨㄛˇㄕㄨˋㄩㄢˊ	果樹園
ㄍㄨㄛˇㄧˋ	果毅
ㄍㄨㄛˇㄓㄐㄧ	果汁機
ㄍㄨㄛˇㄐㄩㄝˊ	果決
ㄍㄨㄛˇㄨˊ	果無
ㄍㄨㄛˇㄖㄢˊ	果然
ㄍㄨㄛˇㄖㄢˊㄗㄞˋ	果然在
ㄍㄨㄛˇㄖㄢˊㄕˋ	果然是
ㄍㄨㄛˇㄖㄢˊㄏㄨㄟˋ	果然會
ㄍㄨㄛˇㄖㄢˊㄧㄡˇ	果然有
ㄍㄨㄛˇㄨˋ	果物
ㄍㄨㄛˇㄆㄧˊ	果皮
ㄍㄨㄛˇㄆㄧˊㄒㄧㄤ	果皮箱
ㄍㄨㄛˇㄆㄢˊ	果盤
ㄍㄨㄛˇㄓㄣ	果真
ㄍㄨㄛˇㄓㄣㄖㄨˊㄘˇ	果真如此
ㄍㄨㄛˇㄓㄣㄕˋ	果真是
ㄍㄨㄛˇㄓㄣㄏㄨㄟˋ	果真會
ㄍㄨㄛˇㄉㄧㄝˊ	果碟
ㄍㄨㄛˇㄙㄨㄟˋ	果穗
ㄍㄨㄛˇㄌㄧˋ	果粒
ㄍㄨㄛˇㄊㄤˊ	果糖
ㄍㄨㄛˇㄌㄩˋㄙㄜˋ	果綠色
ㄍㄨㄛˇㄖㄡˋ	果肉
ㄍㄨㄛˇㄈㄨˇ	果脯
ㄍㄨㄛˇㄈㄨˋ	果腹
ㄍㄨㄛˇㄐㄧㄠ	果膠
ㄍㄨㄛˇㄩˇ	果與
ㄍㄨㄛˇㄘㄞˋ	果菜
ㄍㄨㄛˇㄘㄞˋㄍㄨㄥㄙ	果菜公司
ㄍㄨㄛˇㄘㄞˋㄕˋㄔㄤˇ	果菜市場
ㄍㄨㄛˇㄘㄞˋㄓ	果菜汁
ㄍㄨㄛˇㄕㄨ	果蔬
ㄍㄨㄛˇㄧㄥˊ	果蠅
ㄍㄨㄛˇㄋㄨㄥˊ	果農
ㄍㄨㄛˇㄐㄧㄡˇ	果酒
ㄍㄨㄛˇㄙㄨㄢ	果酸
ㄍㄨㄛˇㄐㄧㄤˋ	果醬
ㄍㄨㄛˇㄊㄨㄛˊ	果陀
ㄍㄨㄛˇㄒㄧㄤ	果香
ㄓㄗㄞˇㄅㄧㄥ	枝仔冰
ㄓㄗ˙	枝子
ㄓㄨㄟˊㄇㄛˋㄐㄧㄝˊ	枝微末節
ㄓㄧㄚˊ	枝枒
ㄓㄓㄐㄧㄝˊㄐㄧㄝˊ	枝枝節節
ㄓㄍㄥˇ	枝梗
ㄓㄊㄧㄠˊ	枝條
ㄓㄧㄚ	枝椏
ㄓㄕㄥㄐㄧㄝˊㄨㄞˋ	枝生節外
ㄓㄐㄧㄝˊ	枝節
ㄓㄐㄧㄝˊㄒㄧㄥˋ	枝節性
ㄓㄈㄢˊㄧㄝˋㄇㄠˋ	枝繁葉茂
ㄓㄧㄝˋㄈㄨˊㄕㄨ	枝葉扶疏
ㄓㄧㄝˋㄇㄠˋㄕㄥˋ	枝葉茂盛
ㄓㄐㄧㄠˇㄌㄟˋ	枝角類
ㄓㄊㄡˊ	枝頭
ㄎㄨㄍㄢ	枯乾
ㄎㄨㄐㄧㄥˇ	枯井
ㄎㄨㄗㄨㄛˋ	枯坐
ㄎㄨㄐㄧˊ	枯寂
ㄎㄨㄍㄢˋ	枯幹
ㄎㄨㄇㄨˋㄙˇㄏㄨㄟ	枯木死灰
ㄎㄨㄇㄨˋㄈㄥˊㄔㄨㄣ	枯木逢春
ㄎㄨㄒㄧㄡˇ	枯朽
ㄎㄨㄓ	枯枝
ㄎㄨㄖㄨㄥˊ	枯榮
ㄎㄨㄍㄠˇ	枯槁
ㄎㄨㄕㄨˋ	枯樹
ㄎㄨㄕㄨˋㄈㄥˊㄔㄨㄣ	枯樹逢春
ㄎㄨㄙˇ	枯死
ㄎㄨㄕㄨㄟˇ	枯水
ㄎㄨㄕㄨㄟˇㄨㄟˋ	枯水位
ㄎㄨㄕㄨㄟˇㄑㄧˊ	枯水期
ㄎㄨㄏㄜˊ	枯涸
ㄎㄨㄐㄧㄠ	枯焦
ㄎㄨㄗㄠˋ	枯燥
ㄎㄨㄗㄠˋㄨˊㄨㄟˋ	枯燥無味
ㄎㄨㄕㄡˋ	枯瘦
ㄎㄨㄐㄧㄝˊ	枯竭
ㄎㄨㄔㄤˊ	枯腸
ㄎㄨㄔㄤˊㄙㄡㄙㄨㄛˇ	枯腸搜索
ㄎㄨㄘㄠˇ	枯草
ㄎㄨㄘㄠˇㄍㄢˇㄐㄩㄣˋ	枯草桿菌
ㄎㄨㄘㄠˇㄙㄜˋ	枯草色
ㄎㄨㄨㄟˇ	枯萎
ㄎㄨㄧㄝˋ	枯葉
ㄎㄨㄍㄨˇ	枯骨
ㄎㄨㄏㄨㄤˊ	枯黃
ㄎㄨㄏㄟ	枯黑
ㄒㄧㄠㄈㄨˋ	枵腹
ㄒㄧㄠㄈㄨˋㄘㄨㄥˊㄍㄨㄥ	枵腹從公
ㄐㄧㄚˋㄕㄤˋ	架上
ㄐㄧㄚˋㄕㄤˋㄌㄞˊ	架上來
ㄐㄧㄚˋㄕㄤˋㄑㄩˋ	架上去
ㄐㄧㄚˋㄒㄧㄚˋ	架下
ㄐㄧㄚˋㄒㄧㄚˋㄌㄞˊ	架下來
ㄐㄧㄚˋㄒㄧㄚˋㄑㄩˋ	架下去
ㄐㄧㄚˋㄅㄨˊㄓㄨˋ	架不住
ㄐㄧㄚˋㄌㄜ˙	架了
ㄐㄧㄚˋㄓㄨˋ	架住
ㄐㄧㄚˋㄌㄞˊㄐㄧㄚˋㄑㄩˋ	架來架去
ㄐㄧㄚˋㄍㄜ˙	架個
ㄐㄧㄚˋㄕˋ	架勢
ㄐㄧㄚˋㄏㄨㄟˊ	架回
ㄐㄧㄚˋㄏㄨㄟˊㄌㄞˊ	架回來
ㄐㄧㄚˋㄏㄨㄟˊㄑㄩˋ	架回去
ㄐㄧㄚˋㄗㄞˋ	架在
ㄐㄧㄚˋㄏㄠˇ	架好
ㄐㄧㄚˋㄗ˙	架子
ㄐㄧㄚˋㄨㄢˊ	架完
ㄐㄧㄚˋㄨ	架屋
ㄐㄧㄚˋㄔㄥˊ	架成
ㄐㄧㄚˋㄔˊ	架持
ㄐㄧㄚˋㄧㄡˇ	架有
ㄐㄧㄚˋㄍㄡˋ	架構
ㄐㄧㄚˋㄑㄧㄠˊ	架橋
ㄐㄧㄚˋㄘˋ	架次
ㄐㄧㄚˋㄇㄢˇ	架滿
ㄐㄧㄚˋㄨㄟˊ	架為
ㄐㄧㄚˋㄎㄨㄥ	架空
ㄐㄧㄚˋㄎㄨㄥㄉㄧㄢˋㄌㄢˇ	架空電纜
ㄐㄧㄚˋㄓㄢˋ	架站
ㄐㄧㄚˋㄓㄜ˙	架著
ㄐㄧㄚˋㄕㄜˋ	架設
ㄐㄧㄚˋㄑㄧˇ	架起
ㄐㄧㄚˋㄑㄧˇㄌㄞˊ	架起來
ㄐㄧㄚˋㄍㄨㄛˋ	架過
ㄐㄧㄚˋㄘㄨㄛˋ	架錯
ㄐㄧㄚˋㄎㄞ	架開
ㄐㄧㄚˋㄍㄠ	架高
ㄍㄡˇㄑㄧˇ	枸杞
ㄍㄡˇㄑㄧˇㄗˇ	枸杞子
ㄍㄡˇㄑㄧˇㄗˇㄓㄡ	枸杞子粥
ㄍㄡˇㄑㄧˇㄓㄡ	枸杞粥
ㄍㄡˇㄑㄧˇㄔㄚˊ	枸杞茶
ㄍㄡㄐㄩˊ	枸橘
ㄅㄧㄥˇㄓㄥˋ	柄政
ㄅㄛˊㄋㄢˊㄎㄜˋ	柏南克
ㄅㄛˊㄔㄥˊ	柏城
ㄅㄛˊㄉㄜˊㄓㄇㄣˊ	柏德之門
ㄅㄛˊㄌㄚㄊㄨˊ	柏拉圖
ㄅㄛˊㄌㄚㄊㄨˊㄕˋ	柏拉圖式
ㄅㄛˊㄇㄨˋ	柏木
ㄅㄞˇㄇㄨˋ	柏木
ㄅㄛˊㄌㄧㄣˊ	柏林
ㄅㄛˊㄌㄧㄣˊㄖㄣˊ	柏林人
ㄅㄛˊㄌㄧㄣˊㄨㄟˊㄑㄧㄤˊ	柏林圍牆
ㄅㄛˊㄌㄧㄣˊㄕˋ	柏林市
ㄅㄛˊㄕㄨˋ	柏樹
ㄅㄞˇㄕㄨˋ	柏樹
ㄅㄛˊㄧㄡˊ	柏油
ㄅㄛˊㄧㄡˊㄓˇ	柏油紙
ㄅㄛˊㄧㄡˊㄌㄨˋ	柏油路
ㄅㄛˊㄑㄧㄥㄍㄜ	柏青哥
ㄇㄡˇㄧ	某一
ㄇㄡˇㄧˊ	某一
ㄇㄡˇㄧˋ	某一
ㄇㄡˇㄕˋ	某事
ㄇㄡˇㄒㄧㄝ	某些
ㄇㄡˇㄒㄧㄝㄖㄣˊ	某些人
ㄇㄡˇㄖㄣˊ	某人
ㄇㄡˇㄐㄧㄢˋㄕˋ	某件事
ㄇㄡˇㄨㄟˋ	某位
ㄇㄡˇㄍㄜ˙	某個
ㄇㄡˇㄍㄜ˙ㄖㄣˊ	某個人
ㄇㄡˇㄑㄩ	某區
ㄇㄡˇㄉㄧˋ	某地
ㄇㄡˇㄊㄧㄢ	某天
ㄇㄡˇㄐㄧㄚ	某家
ㄇㄡˇㄉㄨㄟˋ	某對
ㄇㄡˇㄋㄧㄢˊ	某年
ㄇㄡˇㄋㄧㄢˊㄇㄡˇㄩㄝˋ	某年某月
ㄇㄡˇㄋㄧㄢˊㄇㄡˇㄩㄝˋㄇㄡˇㄖˋ	某年某月某日
ㄇㄡˇㄓ	某支
ㄇㄡˇㄈㄤ	某方
ㄇㄡˇㄈㄤㄇㄧㄢˋ	某方面
ㄇㄡˇㄖˋ	某日
ㄇㄡˇㄕˊ	某時
ㄇㄡˇㄕˊㄇㄡˇㄈㄣ	某時某分
ㄇㄡˇㄩㄝˋ	某月
ㄇㄡˇㄩㄝˋㄇㄡˇㄖˋ	某月某日
ㄇㄡˇㄇㄡˇ	某某
ㄇㄡˇㄇㄡˇㄖㄣˊ	某某人
ㄇㄡˇㄇㄡˇㄇㄡˇ	某某某
ㄇㄡˇㄧㄤˋ	某樣
ㄇㄡˇㄘˋ	某次
ㄇㄡˇㄨˋ	某物
ㄇㄡˇㄅㄢ	某班
ㄇㄡˇㄐㄧㄚˇ	某甲
ㄇㄡˇㄓㄨㄥˇ	某種
ㄇㄡˇㄓㄨㄥˇㄖㄣˊ	某種人
ㄇㄡˇㄔㄨˋ	某處
ㄇㄡˇㄏㄤˊ	某行
ㄇㄡˇㄇㄧㄢˋ	某面
ㄍㄢㄗˇㄉㄧㄢˋ	柑仔店
ㄍㄢㄗㄞˇㄉㄧㄢˋ	柑仔店
ㄍㄢㄩㄢˊ	柑園
ㄍㄢㄗ˙	柑子
ㄍㄢㄐㄩˊ	柑桔
ㄍㄢㄐㄩˊㄩㄢˊ	柑橘園
ㄖㄢˇㄕㄤˋ	染上
ㄖㄢˇㄕㄤˋㄌㄞˊ	染上來
ㄖㄢˇㄕㄤˋㄑㄩˋ	染上去
ㄖㄢˇㄧㄣˋ	染印
ㄖㄢˇㄈㄤ	染坊
ㄖㄢˇㄍㄨㄥ	染工
ㄖㄢˇㄅㄨˋ	染布
ㄖㄢˇㄏㄨㄢˋ	染患
ㄖㄢˇㄔㄥˊ	染成
ㄖㄢˇㄈㄤˊ	染房
ㄖㄢˇㄓˇ	染指
ㄖㄢˇㄓㄥˇ	染整
ㄖㄢˇㄌㄧㄠˋ	染料
ㄖㄢˇㄌㄧㄠˋㄓˊㄨˋ	染料植物
ㄖㄢˇㄧㄡˇ	染有
ㄖㄢˇㄉㄨˊ	染毒
ㄖㄢˇㄨ	染汙
ㄖㄢˇㄧˋ	染液
ㄖㄢˇㄧㄝˋ	染液
ㄖㄢˇㄐㄧˊ	染疾
ㄖㄢˇㄅㄧㄥˋ	染病
ㄖㄢˇㄏㄨㄥˊ	染紅
ㄖㄢˇㄓㄔㄤˇ	染織廠
ㄖㄢˇㄍㄤ	染缸
ㄖㄢˇㄙㄜˋ	染色
ㄖㄢˇㄙㄜˋㄐㄧˋ	染色劑
ㄖㄢˇㄙㄜˋㄒㄧㄥˋ	染色性
ㄖㄢˇㄙㄜˋㄌㄠˊㄉㄨˋ	染色牢度
ㄖㄢˇㄙㄜˋㄓˊ	染色質
ㄖㄢˇㄙㄜˋㄊㄧˇ	染色體
ㄖㄢˇㄙㄜˋㄊㄧˇㄗㄨˇ	染色體組
ㄖㄢˇㄑㄧˇ	染起
ㄖㄢˇㄑㄧˇㄌㄞˊ	染起來
ㄖㄢˇㄈㄚˇ	染髮
ㄖㄢˇㄈㄚˇㄐㄧˋ	染髮劑
ㄖㄢˇㄏㄨㄤˊ	染黃
ㄖㄢˇㄏㄟ	染黑
ㄖㄡˊㄓㄨㄥㄉㄞˋㄍㄤ	柔中帶剛
ㄖㄡˊㄙˋㄇㄧˋㄕˋ	柔似蜜市
ㄖㄡˊㄍㄨㄤ	柔光
ㄖㄡˊㄏㄨㄚˋ	柔化
ㄖㄡˊㄕㄢˋ	柔善
ㄖㄡˊㄨㄢˇ	柔婉
ㄖㄡˊㄇㄟˋ	柔媚
ㄖㄡˊㄋㄣˋ	柔嫩
ㄖㄡˊㄖㄨㄛˋ	柔弱
ㄖㄡˊㄖㄨㄛˋㄅㄨˋㄎㄢ	柔弱不堪
ㄖㄡˊㄒㄧㄥˋ	柔性
ㄖㄡˊㄑㄧㄥˊ	柔情
ㄖㄡˊㄑㄧㄥˊㄙˋㄕㄨㄟˇ	柔情似水
ㄖㄡˊㄑㄧㄥˊㄨㄢˋㄓㄨㄥˇ	柔情萬種
ㄖㄡˊㄋㄨㄛˋㄍㄨㄚˇㄉㄨㄢˋ	柔懦寡斷
ㄖㄡˊㄖㄡˊㄏㄜˊㄏㄜˊ	柔柔和和
ㄖㄡˊㄖㄡˊㄕㄨㄣˋㄕㄨㄣˋ	柔柔順順
ㄖㄡˊㄏㄨㄚˊ	柔滑
ㄖㄡˊㄐㄧㄠ	柔焦
ㄖㄡˊㄒㄧˋ	柔細
ㄖㄡˊㄇㄟˇ	柔美
ㄖㄡˊㄋㄥˊㄎㄜˋㄍㄤ	柔能克剛
ㄖㄡˊㄔㄤˊ	柔腸
ㄖㄡˊㄔㄤˊㄘㄨㄣˋㄉㄨㄢˋ	柔腸寸斷
ㄖㄡˊㄙㄜˋ	柔色
ㄖㄡˊㄖㄨˊㄍㄨㄚˇㄉㄨㄢˋ	柔茹寡斷
ㄖㄡˊㄕㄨˋ	柔術
ㄖㄡˊㄖㄨㄢˇ	柔軟
ㄖㄡˊㄖㄨㄢˇㄉㄨˋ	柔軟度
ㄖㄡˊㄖㄨㄢˇㄒㄧㄥˋ	柔軟性
ㄖㄡˊㄖㄨㄢˇㄘㄠ	柔軟操
ㄖㄡˊㄖㄨㄢˇㄐㄧㄥ	柔軟精
ㄖㄡˊㄖㄨㄢˇㄊㄧˇㄘㄠ	柔軟體操
ㄖㄡˊㄖㄣˋ	柔韌
ㄖㄡˊㄕㄨㄣˋ	柔順
ㄧㄡˋㄗ˙	柚子
ㄧㄡˋㄇㄨˋ	柚木
ㄧㄡˋㄓㄒㄩㄝˇㄩˊ	柚汁鱈魚
ㄗㄨㄛˋㄕㄨˋ	柞樹
ㄔㄚˊㄅㄨˋㄔㄨ	查不出
ㄔㄚˊㄅㄨˋㄔㄨㄌㄞˊ	查不出來
ㄔㄚˊㄅㄨˊㄉㄠˋ	查不到
ㄔㄚˊㄒㄧㄡ	查修
ㄔㄚˊㄐㄧㄚˋ	查價
ㄔㄚˊㄔㄨ	查出
ㄔㄚˊㄔㄨㄌㄞˊ	查出來
ㄔㄚˊㄉㄠˋ	查到
ㄔㄚˊㄑㄧㄣˊ	查勤
ㄔㄚˊㄐㄩㄢˋ	查卷
ㄔㄚˊㄕㄠˋ	查哨
ㄔㄚˊㄨㄣˋ	查問
ㄔㄚˊㄨㄣˋㄔㄨ	查問出
ㄔㄚˊㄏㄨㄟˊ	查回
ㄔㄚˊㄏㄨㄟˊㄌㄞˊ	查回來
ㄔㄚˊㄏㄨㄟˊㄑㄩˋ	查回去
ㄔㄚˊㄗㄞˋ	查在
ㄔㄚˊㄊㄤˊ	查堂
ㄔㄚˊㄅㄠˋ	查報
ㄔㄚˊㄅㄠˋㄅㄧㄠˇ	查報表
ㄔㄚˊㄧㄝˋ	查夜
ㄔㄚˊㄗˋㄉㄧㄢˇ	查字典
ㄔㄚˊㄨㄢˊ	查完
ㄔㄚˊㄔㄚˊ	查察
ㄔㄚˊㄕㄣˇ	查審
ㄔㄚˊㄈㄥ	查封
ㄔㄚˊㄒㄩㄣˊ	查尋
ㄔㄚˊㄉㄨㄟˋ	查對
ㄔㄚˊㄓㄤˋ	查帳
ㄔㄚˊㄓㄤˋㄩㄢˊ	查帳員
ㄔㄚˊㄎㄨˋ	查庫
ㄔㄚˊㄉㄜˊ	查得
ㄔㄚˊㄉㄜˊㄍㄨㄥˋㄏㄜˊㄍㄨㄛˊ	查德共和國
ㄔㄚˊㄏㄨˋㄎㄡˇ	查戶口
ㄔㄚˊㄈㄤˊ	查房
ㄔㄚˊㄎㄡˋ	查扣
ㄔㄚˊㄓㄠˇ	查找
ㄔㄚˊㄓㄠˇㄓㄡㄑㄧˊ	查找周期
ㄔㄚˊㄓㄠˇㄕˊㄐㄧㄢ	查找時間
ㄔㄚˊㄓㄠˇㄈㄨˊㄨˋ	查找服務
ㄔㄚˊㄔㄠ	查抄
ㄔㄚˊㄌㄚㄊㄨˊㄙㄊㄜˋㄌㄚ	查拉圖斯特拉
ㄔㄚˊㄕㄡ	查收
ㄔㄚˊㄇㄧㄥˊㄓㄣㄒㄧㄤˋ	查明真相
ㄔㄚˊㄔㄚˊㄎㄢˋ	查查看
ㄔㄚˊㄏㄜˊㄩㄢˊ	查核員
ㄔㄚˊㄢˋ	查案
ㄔㄚˊㄉㄤˇ	查檔
ㄔㄚˊㄉㄤˇㄢˋ	查檔案
ㄔㄚˊㄑㄧㄥ	查清
ㄔㄚˊㄨˊㄕˊㄐㄩˋ	查無實據
ㄔㄚˊㄨˊㄘˇㄖㄣˊ	查無此人
ㄔㄚˊㄓㄠˋ	查照
ㄔㄚˊㄏㄨㄛˋ	查獲
ㄔㄚˊㄌㄧˇ	查理
ㄔㄚˊㄌㄧˇㄧㄕˋ	查理一世
ㄔㄚˊㄌㄧˇㄙㄢㄕˋ	查理三世
ㄔㄚˊㄌㄧˇㄦˋㄕˋ	查理二世
ㄔㄚˊㄌㄧˇㄨˇㄕˋ	查理五世
ㄔㄚˊㄌㄧˇㄙˋㄕˋ	查理四世
ㄔㄚˊㄉㄜ˙	查的
ㄔㄚˊㄇㄚˇ	查碼
ㄔㄚˊㄆㄧㄠˋ	查票
ㄔㄚˊㄆㄧㄠˋㄩㄢˊ	查票員
ㄔㄚˊㄐㄧㄣˋ	查禁
ㄔㄚˊㄐㄧㄥ	查經
ㄔㄚˊㄑㄧˋ	查緝
ㄔㄚˊㄑㄧˋㄩㄢˊ	查緝員
ㄔㄚˊㄎㄠˇ	查考
ㄔㄚˊㄌㄧㄤˊㄩㄥ	查良鏞
ㄔㄚˊㄓㄜ˙	查著
ㄔㄚˊㄔㄨˇ	查處
ㄔㄚˊㄏㄠˋ	查號
ㄔㄚˊㄏㄠˋㄊㄞˊ	查號臺
ㄔㄚˊㄅㄧㄠˇ	查表
ㄔㄚˊㄒㄩㄣˋ	查訊
ㄔㄚˊㄒㄩㄣˊㄊㄞˊ	查詢臺
ㄔㄚˊㄎㄜˋ	查課
ㄔㄚˊㄓㄥˋ	查證
ㄔㄚˊㄓㄥˋㄈㄚˇ	查證法
ㄔㄚˊㄑㄧˇ	查起
ㄔㄚˊㄑㄧˇㄌㄞˊ	查起來
ㄔㄚˊㄘㄨㄛˋ	查錯
ㄔㄚˊㄩㄝˋ	查閱
ㄔㄚˊㄧㄢˋ	查驗
ㄔㄚˊㄉㄧㄢˇ	查點
ㄐㄧㄡˋㄔㄜ	柩車
ㄐㄧㄢˇㄍㄨㄛˊ	柬國
ㄐㄧㄢˇㄅㄨˇㄓㄞˋ	柬埔寨
ㄐㄧㄢˇㄆㄨˇㄓㄞˋ	柬埔寨
ㄐㄧㄢˇㄊㄧㄝˇ	柬帖
ㄐㄧㄢˇㄑㄧㄥˇ	柬請
ㄎㄜㄋㄢˊ	柯南
ㄎㄜㄋㄢˊㄉㄠˋㄦˇ	柯南道爾
ㄎㄜㄎㄚˇㄑㄩㄢˇ	柯卡犬
ㄎㄜㄕㄡˋㄌㄧㄤˊ	柯受良
ㄎㄜㄇㄥˋㄅㄛㄉㄢ	柯夢波丹
ㄎㄜㄇㄥˋㄆㄛㄉㄢ	柯夢波丹
ㄎㄜㄨㄣˊㄓㄜˊ	柯文哲
ㄎㄜㄆㄨˇㄌㄢˊ	柯普蘭
ㄎㄜㄌㄧㄣˊㄉㄨㄣˋ	柯林頓
